sample_id,gold_german_source,gold_english_reference,audio_path,whisper_hypothesis,asr_inference_time_ms,asr_wer,asr_cer,clean_fp32_translation,clean_int8_translation,asr_fp32_translation,asr_int8_translation
0295,"Also wir sind ja eh schon so klein, deswegen macht es eigentlich glaube ich auch Sinn, dass man kommen sollte.
Muss ja.
Ach so.
Nein, Quatsch.
Der Sprachkurs, da musste man glaub ich nur sechzig Prozent der Zeit anwesend sein.
Nur
Genau und bei den anderen Kursen, also Inhaltkurse wie Geschichte, da durfte man dann
Da war das dann mal ein strenger
Also Samstag auf dem
Zweimal als","And we're already so small anyway, that's why it actually makes sense too, I think, that you should come.
Has to.
I see.
No, nonsense.
The language course, you only had to be present sixty percent of the time, I think.
Only
Right, and with the other classes, content classes that is, like history, there you could
So, that happened to be a harsh
So Saturday at the
Twice as",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0295.T0.de.wav,"Also wir sind ja eh schon so klein deswegen macht es eigentlich glaube ich auch, dass man, ja, dass man kommen sollte muss. Ja, oh, nein, nein, nein, nein, das Sprachkurs, da musste man, glaube ich, nur 60 Prozent der Zeit anwesend sein, nur genau und bei den anderen Kursen, also so Inhaltskurse wie Geschichte, da durfte man, da war, da war das dann strenger, also da durfte man zwei Mal.",1952.2780000006605,0.25819344524380494,0.13827655310621242,"So we are already so small, that's why I think it makes sense that you should come. Must. Oh so. No, nonsense. The language course, I think I only had to be present 60 percent of the time. Just exactly and with the other courses, so content courses like history, then you were allowed to there was then a strict So Saturday on the Twice as","So we are already so small, that's why I think it makes sense that you should come. Must be. Oh, that's right. No, nonsense. The language course, I think I had to be present only 60 percent of the time. Just exactly and at the other courses, so content courses like history, then you were allowed to have a strict So Saturday on the Twice as","So we're so small anyway, that's why it actually makes me think that you, yes, that you have to come. Yes, oh, no, no, no, the language course, you had to be there, I think, only 60 percent of the time, only exactly and with the other courses, so so content courses like history, you were allowed to, there was, then, it was more strict, so you were allowed to do it twice.","So we are already so small because it actually makes me think that you, yes, that you have to come. Yes, oh, no, no, no, the language course, you had to be there, I think, only 60 percent of the time, only exactly and with the other courses, so so as content courses like history, you were allowed to, there was, then it was more strict, so you were allowed two times."
0303,"Ach so.
Ja.
Also in","I see.
Yes.
Well in",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0303.T0.de.wav,"Ähm, also ja, also...",1156.188300001304,0.25819344524380494,0.13827655310621242,"Oh, yes.","Oh, yes.","Um, so, yeah, so...","Um, so, yeah, so..."
0335,"Obwohl ich natürlich einige Sachen in China auch nicht so mag.
Das betrifft zum Beispiel die Menschen.
Also die Anzahl der Menschen vor allem und dann natürlich die Luftverschmutzung.","Although of course I don't like a few things in China too.
That concerns the people, for example.
Well especially the number of people and then of course the pollution.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0335.T0.de.wav,"Obwohl ich natürlich einige Sachen in China auch nicht so mag, das betrifft zum Beispiel die Anzahl der Menschen, vor allem und dann natürlich die Luftverschmutzung.",1378.4694999994827,0.25819344524380494,0.13827655310621242,"Although I don't like some things in China, for example, that affects people. So the number of people, especially and then, of course, air pollution.","Although I don't like some of the things in China, for example, that affects people. So the number of people is above all, and then, of course, air pollution.","Although I don't like some things in China, for example, it affects the number of people, especially and then, of course, air pollution.","Although I don't like some things in China, for example, it concerns the number of people, especially and then of course air pollution."
0340,Also,Well,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0340.T0.de.wav,Also...,1220.4438999997365,0.25819344524380494,0.13827655310621242,So...,So...,So...,So...
0370,"Hallo.
Ich kann dich","Hello.
I can",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0370.T0.de.wav,"Hallo, ich kann dich.",1146.4973999991344,0.25819344524380494,0.13827655310621242,Hello.,Hello.,"Hello, I can do you.","Hello, I can do you."
0388,Natürlich.,Of course.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0388.T0.de.wav,"Nö, tülle.",1325.7393000003503,0.25819344524380494,0.13827655310621242,Of course.,Of course.,"Nope, tulle.","Nope, tulle."
0395,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0395.T0.de.wav,Oh ja.,1125.3653000003396,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,"Oh, yes.","Oh, yes."
0399,Wow.,Wow.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0399.T0.de.wav,Wow!,1222.986900000251,0.25819344524380494,0.13827655310621242,Wow.,Wow.,Wow!,Wow!
0413,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0413.T0.de.wav,Ah okay.,1244.0425000004325,0.25819344524380494,0.13827655310621242,Okay.,Okay.,"Ah, okay.","Ah, okay."
0433,"Mussten wir sie dann abgeben, weil wir einfach nicht genug Platz hatten sie zu halten.
Ja, wir haben sie dann an Freunde weitergegeben, die mehrere Hühner haben.","We had to give her up because we just didn't have enough room to keep her.
Yes, we passed them on to friends then who have more chickens.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0433.T0.de.wav,"Wir mussten dann abgeben, weil wir einfach nicht genug Platz hatten, sie zu halten. Und ja, wir haben sie dann dann Freunde weitergegeben, die mehrere Hühner haben.",1384.1836999999941,0.25819344524380494,0.13827655310621242,"Then we had to hand them over because we just didn't have enough space to hold them. Yes, we passed them on to friends who have several chickens.","Then we had to hand them over because we just didn't have enough room to hold them. Yes, we passed them on to friends who have several chickens.","We had to give it up because we just didn't have enough room to hold it. And yes, we then passed it on to friends who have several chickens.","Then we had to leave because we just didn't have enough room to hold them. And yes, we then passed them on to friends who have several chickens."
0442,"Na ja, ich war halt früher als Kind Fan von Sissi, also der Prinzessin.","Well, just as a child earlier I was a fan of Sissi, like the princess.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0442.T0.de.wav,"Ich war halt früher als Kind Fan von Sissy, der Prinzessin.",1233.458900000187,0.25819344524380494,0.13827655310621242,"Well, I used to be a fan of Sissi when I was a kid, so the princess.","Well, I used to be a fan of Sissi when I was a kid, so the princess.","I used to be a fan of Sissy, the princess, when I was a kid.","I used to be a fan of Sissy, the princess, when I was a kid."
0443,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0443.T0.de.wav,Okay.,1217.835900000864,0.25819344524380494,0.13827655310621242,Okay.,Okay.,Okay.,Okay.
0480,"Also ich würd mal sagen, so mit etwas weiterer, entfernter Verwandtschaft sind wir ja bestimmt um die hundert bis hundertfünfzig Leute, die dann da immer zusammen kommen.
Und ja, diese Party gehen dann immer, sag mal, von morgens irgendwann um zehn bis tief in die Nacht dann am nächsten Tag.","I would also say, along with some further, more distant relatives we are certainly around a hundred to a hundred and fifty people, who consistently turn up.
And yes, go to this party then always, say, from the morning sometime around ten until late at night the next day then.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0480.T0.de.wav,"Also ich würde mal sagen, so mit etwas weitere entfernter Verwandtschaft sind wir ja bestimmt um die 100 bis 150 Leute, die dann da immer zusammenkommen. Und ja, die Supartis, die gehst ihr noch immer, sag mal von morgens irgendwann um 10 bis tief in die Nacht dann am nächsten Tag.",1591.4303999998083,0.25819344524380494,0.13827655310621242,"Well, I'd say, with some more distant kinship, we're probably about a hundred to a hundred and fifty people who always come together there. And yes, this party always goes, say, from morning at some point in the morning at ten to deep into the night then the next day.","So I'd say, with a little bit more distant kinship, we're probably about a hundred to a hundred and fifty people who always come together there. And yes, this party always goes then, say, from morning at some point in the morning at ten to deep into the night then the next day.","Well, I'd say that with some more distant kinship, we'll probably be around 100 to 150 people who will always come together there. And yes, the Supartis, they're still going to tell her from morning at some point in the morning at 10 to deep into the night then the next day.","Well, I'd say that's how we're going to be with some more distant kinship around 100 to 150 people who always get together there. And yes, the Supartis, they still go, say from morning to morning at some point at 10 to deep into the night then the next day."
0487,"Ja, das glaube ich.","Yes, I believe that.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0487.T0.de.wav,"Ja, das glaube ich.",1165.6560999999783,0.25819344524380494,0.13827655310621242,"Yeah, I think so.","Yeah, I think so.","Yeah, I think so.","Yeah, I think so."
0542,"Flogen die Fetzen.
Und ich glaub, wir haben die Zeit um.","Sparks flew.
And I think we're out of time.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0542.T0.de.wav,und ich glaube wir haben Zeit um.,1162.9264999992301,0.25819344524380494,0.13827655310621242,And I think we're running out of time.,And I think we're running out of time.,And I think we've got time.,And I think we've got time.
0598,Neuen Speicherplatz kaufen,To buy new disk space,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0598.T0.de.wav,neuen Speicherplatz kaufen.,1154.3220999992627,0.25819344524380494,0.13827655310621242,Buy new storage space,Buy new storage space,Buy new storage space.,Buy new storage space.
0603,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0603.T0.de.wav,Okay.,1274.3529999988823,0.25819344524380494,0.13827655310621242,Okay.,Okay.,Okay.,Okay.
0617,"Thai-Essen, ja.","Thai food, yes.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0617.T0.de.wav,Tai Essen. Ja.,1295.868100000007,0.25819344524380494,0.13827655310621242,"Thai food, yes.","Thai food, yes.",Tai food.,Tai food.
0658,"Das ist mir übrigens gestern auch fast passiert.
Und ja
Ich war
Sag mer mal, ich hab mich verplaudert am Flughafen und es ist mir
Du weißt genau
Und nee","And almost happened to me yesterday as well, by the way.
And yeah
I was
Tell me, I had a few chats at the airport and it is
You know exactly
And no",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0658.T0.de.wav,"Das ist mir übrigens gestern auch fast passiert. Und ja, ich war dankbar mal, ich habe mich verplaudert am Flughafen und es ist mir, du weißt genau und verplaudert.",1450.8051999982854,0.25819344524380494,0.13827655310621242,"By the way, that almost happened to me yesterday, and yes I was telling you, I was chatting at the airport and it's me You know exactly And no","That almost happened to me yesterday, by the way. And yes I was telling you, I was chatting at the airport and it's me You know exactly And no","By the way, that almost happened to me yesterday, and yes, I was grateful, I was chatting at the airport, and it's me, you know, and chatting.","By the way, that almost happened to me yesterday, and yes, I was grateful, I was chatting at the airport, and it's me, you know, and chatting."
0668,Nordchina oder,North China or,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0668.T0.de.wav,Das ist ein Schlimmau.,1323.5693000005995,0.25819344524380494,0.13827655310621242,Northern China; or,Northern China; or,That's a bad thing.,That's a bad thing.
0685,Viel chinesische Einflüsse in den Häusern und,Many Chinese influences in the houses and,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0685.T0.de.wav,Es gibt viele chinesische Einflüsse in den Häusern und...,1237.9002999987279,0.25819344524380494,0.13827655310621242,Lots of Chinese influences in the houses and,Lots of Chinese influences in the houses and,There are many Chinese influences in the houses and...,There are many Chinese influences in the houses and...
0687,"Werd ich da nicht ganz lang bleiben.
Gut, jetzt ist es, glaub ich, auch schon wieder bald fast ein Jahr wie's dann immer so ist.
Aber das Problem ist auch, wenn ich jetzt mit ihr in eine andere Stadt ziehen würde, dann bin ich da halt mit ihr komplett alleine.
So.
Man hat da keine Freude.
Mittlerweile kennt man ja auch ein, zwei Leute.
Und das ist dann immer so das Problem.
Man ist komplett auf sich alleine gestellt.
Und es ist auch schwierig, neue Leute kennenzulernen so und die man dann auch wirklich als","I won't stay there terribly long.
Good, now it's almost another years again soon, I think, just as it always is.
But the problem is also, if I were to move to another city with her now, then I would be just completely alone there with her.
So.
You don't have any friends there.
You know one or two people by now.
And then that's always like the problem.
You're completely dependent on yourself.
And it's hard, too, to like meet new people and who you really as",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0687.T0.de.wav,"werde ich dann nicht lang bleiben gut. Jetzt ist es glaube ich auch schon wieder bald fast nja, wie es dann immer so ist, aber das Problem ist auch, wenn ich jetzt mit ihr in eine andere Stadt ziehen würde, dann bin ich da halt mit ihr komplett alleine so. Man hat da keine Freude mittlerweile, kennt man ja auch ein, zwei Leute und das ist dann immer das Problem, man ist komplett auf sich alleine gestellt und es ist auch schwierig, neue Leute kennenzulernen, die man dann auch wirklich als",1946.3751999992382,0.25819344524380494,0.13827655310621242,"Well, now it is, I think, almost a year as it always is. But the problem is that if I would move with her to another city now, then I am completely alone with her. So. You don't enjoy it. Meanwhile you know one or two people. And that's always the problem. You're completely on your own. And it's also difficult to get to know new people like this and then you really know them as","Well, now it is, I think, already almost a year as it always is. But the problem is that if I would move with her to another city now, then I am completely alone with her. So. You don't enjoy it. Meanwhile you know one or two people. And that's always the problem. You are completely on your own. And it's also difficult to get to know new people like this and then you really get to know them as","I'm not going to be good for long. Now I think it's almost nja again, as it always is, but the problem is that if I would move with her to another city now, then I'm totally alone with her. You don't have any joy in the meantime, you know one or two people and that's always the problem, you're completely on your own and it's also difficult to get to know new people, which you can then really as","I'm not going to be good for long. Now I think it's almost nja again, as it always is, but the problem is that if I would move with her to another city now, then I'm totally alone with her. You don't have any joy in the meantime, you know one or two people and that's always the problem, you're completely on your own and it's also difficult to get to know new people, which you can then really like"
0698,"Paar Chemikalien in die Luft gesprüht, die das alles blau erhalten.",Sprayed a few chemicals in the air that preserve everything blue.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0698.T0.de.wav,"Paschimikalien in die Luft gesprüht, die das alles blau halten.",1316.087500001231,0.25819344524380494,0.13827655310621242,Pair of chemicals sprayed into the air that get all this blue.,Couple of chemicals sprayed into the air that get all this blue.,Sprayed pashimicals into the air that keep all this blue.,Sprayed pashimicals into the air that keep all this blue.
0701,"Ja, das ist der entscheidende Faktor dann.
Richtig.","Yes, that is the decisive factor then.
Correct.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0701.T0.de.wav,"Ja, das ist der entscheidende Faktor dann richtig.",1271.942900000795,0.25819344524380494,0.13827655310621242,"Yeah, that's the decisive factor then.","Yeah, that's the decisive factor then.","Yes, that is the decisive factor then right.","Yes, that is the decisive factor then right."
0736,"Ich glaub nicht.
Also ich glaub, dass die Küche nicht gut genug ausgerüstet ist.
Das ist halt auch immer die Sache beim Kochen.
So spezielle Sache, die man, wo man dann mehr, also wo die Zubereitung schwieriger ist.
Da hat man dann in so einer kleinen Küche gar nicht das Equipment und dann muss man sich Sachen dazu holen.","I don't think so.
Well I think the kitchen is not equipped well enough.
That's always the thing about cooking, too.
Such a special thing, that you, where more, well where the preparation is more difficult.
You don't have all the equipment in such as small kitchen and then you have to get additional things.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0736.T0.de.wav,"Ich glaube nicht, ich glaube, dass die Küche nicht gut genug ausgerüstet ist. Das ist halt auch mal die Sache beim Kochen, so Spezäde-Sachen, die man wo man da mehr Zubereitungs, also wo die Zubereitung schwieriger ist. Da hat man dann im Wert gerade so einer kleinen Küche gar nicht das equipmenten, dann muss man sich dann irgendwie noch Sachen dazu holen. allright.",3168.3286000006774,0.25819344524380494,0.13827655310621242,"I don't think so. So I think the kitchen is not well equipped enough. That's always the thing when cooking. So special thing that you, where you then more, where the preparation is more difficult. Then in such a small kitchen you don't have the equipment at all and then you have to get things to it.","I don't think so. So I think that the kitchen is not well equipped enough. That's always the thing when cooking. So special thing that you, where you are then more, where the preparation is more difficult. Then you don't have the equipment in such a small kitchen at all and then you have to get things for it.","I don't think I think the kitchen is not well equipped enough. That's just the thing with cooking, so special things that you where you have more preparation, so where the preparation is more difficult. Then you don't even have the equipment in value of a small kitchen, then you have to somehow get things to do with it. allright.","I don't think I think that the kitchen is not well equipped enough. That's just the thing with cooking, so special things, where you have more preparation, so where the preparation is more difficult. Since you don't even have the equipment in value of a small kitchen at all, then you have to somehow get things to do with it. allright."
0828,"Gelesen, beziehungsweise gehört.
Aber ich hab's auf Französisch und auf Französisch ist es noch schöner.
Aber ich meine, der kleine Prinz ist einfach schön.","Read, or heard as the case my be.
But I have got it in French and in French it is even more beautiful.
But I mean, The Little Prince is just beautiful.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0828.T0.de.wav,"gelesen zu sein gehört. Aber ich habe es auch französisch. In der französischen ist noch schöner. Aber ich meine, kleine Prinzessur ist einfach schön.",1608.9742999993177,0.25819344524380494,0.13827655310621242,"Read it, or hear it, but I've got it in French and it's even more beautiful in French, but I mean, the little prince is just beautiful.","It's more beautiful in French, but I mean, the little prince is just beautiful.","But I also have it in French. In French is even more beautiful. But I mean, little princess is just beautiful.","But I also have it in French. In French is even more beautiful. But I mean, little princess is just beautiful."
0856,"Das ist ja lieb.
Also deine älteste Katze ist männerfixiert auf Deutsch gesagt.","That's so sweet.
So your oldest cat is fixated on men, as we say in German.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0856.T0.de.wav,"Das ist ja lieb, also deine älteste Katze ist menna fixiert auf Deutsch gesagt.",1632.009900000412,0.25819344524380494,0.13827655310621242,"That's sweet, so your oldest cat is man-fixed in German.","That's sweet, so your oldest cat is man-fixed in German.","That's sweet, so your oldest cat is said menna fixed in German.","That's sweet, so your oldest cat is said menna fixed in German."
0902,Und,And,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0902.T0.de.wav,und...,1324.693099999422,0.25819344524380494,0.13827655310621242,And,And,And...,And...
0908,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0908.T0.de.wav,Okay.,1338.7667999995756,0.25819344524380494,0.13827655310621242,Okay.,Okay.,Okay.,Okay.
