sample_id,gold_german_source,gold_english_reference,audio_path,whisper_hypothesis,whisper_inference_time_ms,whisper_asr_wer,whisper_asr_cer,clean_fp32_translation,clean_int8_translation,whisper_asr_fp32_translation,whisper_asr_int8_translation,chrf_clean_f,chrf_clean_i,chrf_whisper_asr_f,chrf_whisper_asr_i,delta_clean,delta_whisper_asr,did_whisper,comet_clean_f,comet_clean_i,comet_whisper_asr_f_e2e,comet_whisper_asr_i_e2e,comet_whisper_asr_f_mt,comet_whisper_asr_i_mt,comet_delta_clean,comet_delta_whisper_asr,comet_did_whisper
common_voice_de_17812774,Die Sache hat allerdings einen Haken.,The matter has a catch though.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17812774.wav,"Ich zeig halt, oder nicht?",3329.924300000016,1.0,0.7222222222222222,"The thing has a catch, though.","The thing has a catch, though.","I'll show you, won't I?","I'm showing, aren't I?",56.09557573403865,56.09557573403865,3.722559807302787,5.27514792326952,0.0,1.5525881159667332,1.5525881159667332,0.9971954226493835,0.9971954226493835,-1.4505494832992554,-1.5619205236434937,-1.5302919149398804,-1.6749521493911743,0.0,-0.11137104034423828,-0.11137104034423828
common_voice_de_17815886,"Du benutzt ständig irgendwelche Redewendungen, die ich nicht kenne.",You’re always using some idioms I don't know all the time.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17815886.wav,"Du benutzt ständig irgendwelche Redebändungen, die ich nicht kenne.",3521.5791000000536,0.1111111111111111,0.03076923076923077,You're always using any phrases I don't know.,You're always using any phrases I don't know.,You're always using some kind of speech that I don't know.,You're always using some kind of speech I don't know.,45.77948722170439,45.77948722170439,52.65567325770451,52.52306300304027,0.0,-0.13261025466423604,-0.13261025466423604,0.6073141098022461,0.6073141098022461,0.3883901834487915,0.11869146674871445,0.41080427169799805,0.1543375849723816,0.0,-0.26969871670007706,-0.26969871670007706
common_voice_de_17818036,In den Umkleiden gibt es Spinde.,There are lockers in the changing rooms.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17818036.wav,In den Unklaren gibt es Spende.,2965.7761999999366,0.3333333333333333,0.16129032258064516,There are lockers in the lockers.,There are lockers in the lockers.,There's a donation in the unclear.,There is a donation in the unclear.,62.49202269525578,62.49202269525578,24.616269320075137,26.027963680626492,0.0,1.4116943605513548,1.4116943605513548,-0.8977904915809631,-0.8977904915809631,-1.6081321239471436,-1.573738932609558,-1.7844645977020264,-1.7061707973480225,0.0,0.03439319133758545,0.03439319133758545
common_voice_de_17826889,Der Uranus ist der siebente Planet in unserem Sonnensystem.,Uranus is the seventh planet in our solar system.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17826889.wav,Der Uranus ist der siebente Planet an unserem Sonnensystem.,2947.4755999999616,0.1111111111111111,0.017241379310344827,Uranus is the seventh planet in our solar system.,Uranus is the seventh planet in our solar system.,Uranus is the seventh planet in our solar system.,Uranus is the seventh planet in our solar system.,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1.1759169101715088,1.1759169101715088,1.1759169101715088,1.1759169101715088,1.1729788780212402,1.1729788780212402,0.0,0.0,0.0
common_voice_de_17834515,Mir ist der Appetit vergangen.,I’ve lost my appetite.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17834515.wav,Ich habe einen Stapetit vergangeln.,3612.2647999999344,1.0,0.5172413793103449,I've lost my appetite.,I've lost my appetite.,I've lost a stapetit.,I've lost a stapetit.,85.84274718659393,85.84274718659393,33.93705483137399,33.93705483137399,0.0,0.0,0.0,1.1433031558990479,1.1433031558990479,-1.0349665880203247,-1.0349665880203247,-1.172544002532959,-1.172544002532959,0.0,0.0,0.0
common_voice_de_17886464,Weshalb möchtest du nach Bergheim?,Why do you want to go to Bergheim?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17886464.wav,Weshalb möchtest du nach Bergheim?,2854.1303000000653,0.0,0.0,Why do you want to go to Bergheim?,Why do you want to go to Bergheim?,Why do you want to go to Bergheim?,Why do you want to go to Bergheim?,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1.2158122062683105,1.2158122062683105,1.2158119678497314,1.2158119678497314,1.2158122062683105,1.2158122062683105,0.0,0.0,0.0
common_voice_de_17922420,Zieht euch bitte draußen die Schuhe aus.,Please take your shoes off outside.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17922420.wav,Sie durchbidet draußen die Schuhe aus.,3112.4105999999756,0.42857142857142855,0.23076923076923078,Please take off your shoes outside.,Please take off your shoes outside.,She's gonna go through the shoes outside.,She's been running through the shoes outside.,76.14439216594388,76.14439216594388,34.09577416544124,33.00625640205879,0.0,-1.089517763382453,-1.089517763382453,0.9496761560440063,0.9496761560440063,-1.3245872259140015,-1.3113665580749512,-1.3058137893676758,-1.3006222248077393,0.0,0.013220667839050293,0.013220667839050293
common_voice_de_17929041,Macht euch nur darüber lustig.,Keep making fun if it.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17929041.wav,Macht euch nur darüber lustig.,2855.040499999973,0.0,0.0,Just make fun of it.,Just make fun of it.,Just make fun of it.,Just make fun of it.,25.90862556630303,25.90862556630303,25.90862556630303,25.90862556630303,0.0,0.0,0.0,0.6356682181358337,0.6356682181358337,0.6356682181358337,0.6356682181358337,0.6356682181358337,0.6356682181358337,0.0,0.0,0.0
common_voice_de_17929222,"Die junge Polizistin machte den Eindruck, als müsste sie sich vor ihren älteren Kollegen erst noch beweisen.",The young policewoman gave the impression that she still had to prove herself to her older colleagues.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17929222.wav,"Die junge Polizistin nacht er den Eindruck, als müsste sie sich vor ihrem älteren Kollegen erst noch verweisen.",3053.235799999925,0.23529411764705882,0.05660377358490566,The young policewoman seemed to have to prove herself in front of her older colleagues.,The young policewoman seemed to have to prove herself in front of her older colleagues.,"The young policewoman after him the impression, as if she had to make a point in front of her older colleague.",The young policewoman he nighted the impression that she had yet to turn out in front of her older colleague.,59.096307330066224,59.096307330066224,54.29358767574629,59.7610381323568,0.0,5.467450456610514,5.467450456610514,0.72955322265625,0.72955322265625,-0.23233962059020996,-0.6928752064704895,-0.23007309436798096,-0.6910913586616516,0.0,-0.46053558588027954,-0.46053558588027954
common_voice_de_17943895,Das Publikum fordert lautstark eine Zugabe.,The audience loudly demands an encore.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17943895.wav,Das Publikum vor der Lautstärke nicht sogar.,2800.471700000003,0.8333333333333334,0.30952380952380953,The audience loudly demands an encore.,The audience loudly demands an encore.,The audience before the volume doesn't even.,The audience in front of the volume doesn't even.,100.0,100.0,33.97529429552292,32.3434590803742,0.0,-1.631835215148719,-1.631835215148719,1.073674201965332,1.073674201965332,-1.2696421146392822,-1.2658510208129883,-1.2777366638183594,-1.271575689315796,0.0,0.0037910938262939453,0.0037910938262939453
common_voice_de_18016742,Konstantinopel war die Hauptstadt des Byzantinischen Reichs.,Constantinople was the capital of the Byzantine Empire.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18016742.wav,Und spendi-Nope war die Hauptstand des Byzantinischen Reiks.,2886.167599999908,0.5714285714285714,0.2033898305084746,Constantinople was the capital of the Byzantine Empire.,Constantinople was the capital of the Byzantine Empire.,And spendi-Nope was the main stand of Byzantine Reiks.,And spendi-nope was the main stand of Byzantine Reiks.,100.0,100.0,34.9813040538954,35.523769811175285,0.0,0.542465757279885,0.542465757279885,1.2020885944366455,1.2020885944366455,-1.3947603702545166,-1.371850609779358,-1.5338740348815918,-1.5029785633087158,0.0,0.02290976047515869,0.02290976047515869
common_voice_de_18139045,"Anna, weißt du wo Charlotte ist?","Anna, do you know where Charlotte is?",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18139045.wav,"Ah na, weißt du, wo Schalotte ist?",2860.600399999953,0.5,0.13333333333333333,"Anna, do you know where Charlotte is?","Anna, do you know where Charlotte is?","Ah, well, do you know where Schalotte is?","Ah, well, do you know where Shalotte is?",100.0,100.0,64.40399672355679,64.74818553851553,0.0,0.3441888149587413,0.3441888149587413,1.2131147384643555,1.2131147384643555,0.10974537581205368,0.5121974349021912,0.19829992949962616,0.4714938998222351,0.0,0.4024520590901375,0.4024520590901375
common_voice_de_18159749,Herr Rahn hat gekräuseltes Haar.,Mr. Rahn has curly/kinky hair.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18159749.wav,Herr Hahn hat gekroyseltes Haar.,2948.025799999982,0.4,0.0967741935483871,Mr. Rahn's got her hair curled.,Mr. Rahn's got curled hair.,Mr. Hahn has crooked hair.,Mr. Hahn has crooked hair.,34.47861805257326,39.166997069401724,39.59241017932299,39.59241017932299,4.688379016828463,0.0,-4.688379016828463,-0.03912976756691933,0.7139849662780762,0.2705751657485962,0.2705751657485962,0.29744237661361694,0.29744237661361694,0.7531147338449955,0.0,-0.7531147338449955
common_voice_de_18197872,Hast du dein Ticket nach Görlitz schon gebucht?,Have you booked your ticket to Görlitz already?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18197872.wav,Hast du dein Decke nach Görlitz schon gebucht?,2844.32060000006,0.125,0.06521739130434782,Have you booked your ticket to Görlitz yet?,Have you booked your ticket to Görlitz yet?,Have you booked your blanket for Görlitz yet?,Have you booked your blanket for Görlitz yet?,81.72686218044599,81.72686218044599,55.65016767789266,55.65016767789266,0.0,0.0,0.0,0.9196902513504028,0.9196902513504028,0.162611722946167,0.162611722946167,0.16269977390766144,0.16269977390766144,0.0,0.0,0.0
common_voice_de_18201555,Keine Ahnung.,No clue.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18201555.wav,Keine Ahnung.,2780.681900000104,0.0,0.0,I don't know.,I don't know.,I don't know.,I don't know.,7.120618081180813,7.120618081180813,7.120618081180813,7.120618081180813,0.0,0.0,0.0,0.5194559097290039,0.5194559097290039,0.5194559097290039,0.5194559097290039,0.5194559097290039,0.5194559097290039,0.0,0.0,0.0
common_voice_de_18202644,Wie lange ist der letzte Ölwechsel her?,When did you last change the oil?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18202644.wav,Wie lange ist der letzte Ölwechsel hier?,2885.712699999999,0.14285714285714285,0.02631578947368421,How long has the last oil change been?,How long has the last oil change been?,How long is the last oil change here?,How long is the last oil change here?,30.61949550679856,30.61949550679856,31.246115082211563,31.246115082211563,0.0,0.0,0.0,0.2070869505405426,0.2070869505405426,0.15278840065002441,0.15278840065002441,0.30134135484695435,0.30134135484695435,0.0,0.0,0.0
common_voice_de_18204372,"Das Internet besteht aus vielen Computern, die miteinander verbunden sind.",The Internet consists of many computers which are connected to each other.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18204372.wav,"Das Internet besteht aus vielen Computern, die miteinander verwunden sind.",2869.149200000038,0.1,0.013888888888888888,The Internet consists of many computers connected to each other.,The Internet consists of many computers connected to each other.,The Internet consists of many computers that are wound together.,The Internet consists of many computers that are wound together.,84.20825297583269,84.20825297583269,60.63232970600501,60.63232970600501,0.0,0.0,0.0,0.9480491876602173,0.9480491876602173,0.7323585152626038,0.7323585152626038,0.7080346941947937,0.7080346941947937,0.0,0.0,0.0
common_voice_de_18205461,"Meine Lieblingsfarbe ist schwarz, sagte Lola.","My favorite color is black, said Lola.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18205461.wav,Bei der Lieblingsfarbe ist Schwarzsagtel Ola.,2882.7817000000096,0.8333333333333334,0.16279069767441862,"My favorite color is black, said Lola.","My favorite color is black, said Lola.",The favorite color is Black Sagittarius Ola.,The favorite color is Schwarzsagenel Ola.,100.0,100.0,46.7252381483289,44.72013721308395,0.0,-2.005100935244947,-2.005100935244947,1.2225332260131836,1.2225332260131836,-0.6197701096534729,-0.7821275591850281,-0.5803067088127136,-0.7260515689849854,0.0,-0.16235744953155518,-0.16235744953155518
common_voice_de_18205535,Dieser Anblick zog zahlreiche Neugierige an.,This sight attracted many curious individuals.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18205535.wav,Dieser Anblick zog zahlreiche Neugierige an.,2869.3525000001046,0.0,0.0,This sight attracted many curious ones.,This sight attracted many curious ones.,This sight attracted many curious ones.,This sight attracted many curious ones.,73.92813866414623,73.92813866414623,73.92813866414623,73.92813866414623,0.0,0.0,0.0,0.9593932628631592,0.9593932628631592,0.9593932628631592,0.9593932628631592,0.9593932628631592,0.9593932628631592,0.0,0.0,0.0
common_voice_de_18207208,Da wird Rebecca sich aber freuen!,But Rebecca will be happy!,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18207208.wav,"Da wird's beweg, hast du dich aber freuen.",3373.620399999936,0.8333333333333334,0.375,Rebecca will be happy!,Rebecca will be happy!,"That's where it's going, but you're happy.","That's where it's going, but you're happy.",86.59621488742657,86.59621488742657,17.855712580199082,17.855712580199082,0.0,0.0,0.0,0.942388117313385,0.942388117313385,-1.1506296396255493,-1.1506296396255493,-1.206209421157837,-1.206209421157837,0.0,0.0,0.0
common_voice_de_18207647,Sie muss Folge leisten.,She has to accomplish.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18207647.wav,Sie muss folgellaistens.,3168.160999999941,0.5,0.13636363636363635,She's got to follow.,She's got to follow.,She's got to follow him.,She's got to be consistent.,13.938477829589905,13.938477829589905,15.416838603533927,16.443927056974108,0.0,1.0270884534401805,1.0270884534401805,-0.8186894655227661,-0.8186894655227661,-0.9543710350990295,-0.7972978353500366,-0.9747962355613708,-0.8317262530326843,0.0,0.15707319974899292,0.15707319974899292
common_voice_de_18208631,Die Reaktion von weißem Phosphor mit Sauerstoff ist stark exotherm.,The reaction between white phosphorous and oxygen is powerfully exothermic.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18208631.wav,Die Reaktion von weißem Fossform mit Sauerstoff ist stark exotern.,2891.0319999999956,0.2,0.10606060606060606,The reaction of white phosphorus with oxygen is strongly exothermic.,The reaction of white phosphorus with oxygen is strongly exothermic.,The reaction of white fossform with oxygen is strongly external.,The reaction of white fossform with oxygen is strongly external.,55.93342189654044,55.93342189654044,37.077249168315355,37.077249168315355,0.0,0.0,0.0,0.987799346446991,0.987799346446991,-0.11742516607046127,-0.11742516607046127,-0.09651901572942734,-0.09651901572942734,0.0,0.0,0.0
common_voice_de_18209536,Ein Wal ist gestrandet.,A whale stranded.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18209536.wav,Ein Wahl ist gestrandet.,2783.6540999999215,0.25,0.045454545454545456,A whale is stranded.,A whale is stranded.,A choice is stranded.,A choice is stranded.,76.22994402220849,76.22994402220849,51.7993557706398,51.7993557706398,0.0,0.0,0.0,1.077612042427063,1.077612042427063,-1.146364688873291,-1.146364688873291,-1.032238245010376,-1.032238245010376,0.0,0.0,0.0
common_voice_de_18210861,Wie ist die derzeitige Verkehrssituation?,How is the current traffic situation?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18210861.wav,Wie ist die derzeitige Verkehrsituation?,2902.0302999999785,0.2,0.025,What is the current traffic situation?,What is the current traffic situation?,What is the current traffic situation?,What is the current traffic situation?,88.02622600406582,88.02622600406582,88.02622600406582,88.02622600406582,0.0,0.0,0.0,0.8747968673706055,0.8747968673706055,0.8747969269752502,0.8747969269752502,0.8706734776496887,0.8706734776496887,0.0,0.0,0.0
common_voice_de_18213814,"Abflussrohre sollte man verschließen, damit der Geruch der Kanalisation nicht in die Wohnung steigt.","The drain should be shut, so that the smell from the sewer system does not enter the apartment.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18213814.wav,"Abflussrohre sollte man verschließen, damit der Geruch der Kanalisation nicht in die Wohnung steigt.",2977.2384999999986,0.0,0.0,Drain pipes should be closed so that the smell of the sewers does not rise into the apartment.,Drain pipes should be closed so that the smell of the sewerage does not rise into the apartment.,Drain pipes should be closed so that the smell of the sewers does not rise into the apartment.,Drain pipes should be closed so that the smell of the sewers does not rise into the apartment.,54.28910560045419,53.40079854491865,54.28910560045419,54.28910560045419,-0.8883070555355417,0.0,0.8883070555355417,0.7157449126243591,0.7510088086128235,0.7157449126243591,0.7157447934150696,0.7157449126243591,0.7157449126243591,0.035263895988464355,-1.1920928955078125e-07,-0.035264015197753906
common_voice_de_18216712,Hilf mir mal.,Help me.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18216712.wav,Hilf mir mal.,2761.937800000055,0.0,0.0,Help me.,Help me.,Help me.,Help me.,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1.2414472103118896,1.2414472103118896,1.2414472103118896,1.2414472103118896,1.2414472103118896,1.2414472103118896,0.0,0.0,0.0
common_voice_de_18218470,"Doch wie sich gerade zeigt, ist das Thema aktueller denn je.","But as it shows right now, the topic is more current than ever.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18218470.wav,Doch wie sich gerade Zeit ist das Thema aktueller denn je.,2836.415099999954,0.09090909090909091,0.017241379310344827,"But, as it just shows, the topic is more topical than ever.","But as it just shows, the topic is more topical than ever.",But the topic is more topical than ever before.,"But as time is now, the subject is more topical than ever.",56.524991986445784,60.748944773202176,43.172348810158205,47.91950361126603,4.223952786756392,4.7471548011078255,0.5232020143514333,0.7804528474807739,0.7757064700126648,0.3962153196334839,0.7605711817741394,0.3330651521682739,0.7429885268211365,-0.004746377468109131,0.3643558621406555,0.36910223960876465
common_voice_de_18226103,Ich hätte Sie nicht bestehen lassen.,I would have not let you pass.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18226103.wav,Ich hätte sie nicht bestehen lassen.,2840.0990000000093,0.0,0.0,I wouldn't have let you pass.,I wouldn't have let you pass.,I wouldn't have let her pass.,I wouldn't have let her pass.,62.8237722698783,62.8237722698783,39.684568719885796,39.684568719885796,0.0,0.0,0.0,0.8872197866439819,0.8872197866439819,0.3698052763938904,0.3698052763938904,0.3740975856781006,0.3740975856781006,0.0,0.0,0.0
common_voice_de_18226509,Der Strahl wird in kleinste Partikel zerstäubt.,The beam is atomized into smallest particles.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18226509.wav,Das Strahl wird den kleinste Partikel zerstöppt.,2929.051399999935,0.42857142857142855,0.15217391304347827,The beam is atomized into the smallest particles.,The beam is atomized into smallest particles.,The beam is toppled to the smallest particle.,The beam is toppled to the smallest particle.,91.17857351869458,100.0,55.78519601724078,55.78519601724078,8.821426481305423,0.0,-8.821426481305423,1.0731186866760254,1.1355400085449219,0.1933545172214508,0.1933545172214508,0.16852682828903198,0.16852682828903198,0.062421321868896484,0.0,-0.062421321868896484
common_voice_de_18226602,Ach du Schreck!,Oh my gosh!,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18226602.wav,8.00.,3059.94069999997,1.0,1.0,"Oh, my God!","Oh, my God!",8.00.,8.00.,20.429238505747126,20.429238505747126,0.0,0.0,0.0,0.0,0.0,0.8916381001472473,0.8916381001472473,-1.5077435970306396,-1.5077435970306396,-2.2764101028442383,-2.2764101028442383,0.0,0.0,0.0
common_voice_de_18280125,Der Datenschutz ist gewährleistet.,The data protection is guaranteed.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_18280125.wav,Der Datenschutz ist gewährleistet.,2842.1386999998504,0.0,0.0,Data protection is guaranteed.,Data protection is guaranteed.,Data protection is guaranteed.,Data protection is guaranteed.,81.9309752341619,81.9309752341619,81.9309752341619,81.9309752341619,0.0,0.0,0.0,1.0557754039764404,1.0557754039764404,1.0557754039764404,1.0557754039764404,1.0557754039764404,1.0557754039764404,0.0,0.0,0.0
