sample_id,gold_german_source,gold_english_reference,audio_path,w1_hypothesis,w1_asr_wer,w1_asr_cer,clean_fp32_translation,clean_int8_translation,w1_asr_fp32_translation,w1_asr_int8_translation,chrf_clean_f,chrf_clean_i,chrf_w1_asr_f,chrf_w1_asr_i,delta_clean,delta_w1_asr,did_w1,comet_clean_f,comet_clean_i,comet_w1_asr_f_e2e,comet_w1_asr_i_e2e,comet_w1_asr_f_mt,comet_w1_asr_i_mt,comet_delta_clean,comet_delta_w1_asr,comet_did_w1
0433,"Mussten wir sie dann abgeben, weil wir einfach nicht genug Platz hatten sie zu halten.
Ja, wir haben sie dann an Freunde weitergegeben, die mehrere Hühner haben.","We had to give her up because we just didn't have enough room to keep her.
Yes, we passed them on to friends then who have more chickens.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0433.T0.de.wav,"Dann mussten wir sie dann abgeben, weil wir einfach nicht genug Platz hatten, sie zu halten. Und ja, wir haben sie dann dann dann Freunde weitergegeben, die mehr Hühner haben.",0.18518518518518517,0.12179487179487179,"Then we had to hand them over because we just didn't have enough space to hold them. Yes, we passed them on to friends who have several chickens.","Then we had to hand them over because we just didn't have enough room to hold them. Yes, we passed them on to friends who have several chickens.","Then we had to hand them over because we just didn't have enough room to hold them. And yes, we then passed them on to friends who have more chickens.","Then we had to hand them over because we just didn't have enough room to hold them. And yes, we then passed them on to friends who have more chickens.",65.57360243130155,70.24683037126393,70.31934429583707,70.31934429583707,4.6732279399623735,0.0,-4.6732279399623735,0.6560614705085754,0.668572187423706,0.6650280356407166,0.6650280356407166,0.6456966996192932,0.6456966996192932,0.012510716915130615,0.0,-0.012510716915130615
0442,"Na ja, ich war halt früher als Kind Fan von Sissi, also der Prinzessin.","Well, just as a child earlier I was a fan of Sissi, like the princess.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0442.T0.de.wav,"Na ja, ich war halt früher als Kind Fan von Sissy, also der Prinzessin.",0.07142857142857142,0.014705882352941176,"Well, I used to be a fan of Sissi when I was a kid, so the princess.","Well, I used to be a fan of Sissi when I was a kid, so the princess.","Well, I used to be a fan of Sissy when I was a kid, so the princess.","Well, I used to be a fan of Sissy when I was a kid, so the princess.",50.264207807279526,50.264207807279526,47.437220194276584,47.437220194276584,0.0,0.0,0.0,0.1727938950061798,0.1727938950061798,0.040751680731773376,0.040751807391643524,0.08523225039243698,0.08523236960172653,0.0,1.2665987014770508e-07,1.2665987014770508e-07
0443,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0443.T0.de.wav,Okay,0.0,0.0,Okay.,Okay.,Okay,Okay,100.0,100.0,69.27494615936827,69.27494615936827,0.0,0.0,0.0,1.3264212608337402,1.3264212608337402,1.2990673780441284,1.2990673780441284,1.3128480911254883,1.3128480911254883,0.0,0.0,0.0
0480,"Also ich würd mal sagen, so mit etwas weiterer, entfernter Verwandtschaft sind wir ja bestimmt um die hundert bis hundertfünfzig Leute, die dann da immer zusammen kommen.
Und ja, diese Party gehen dann immer, sag mal, von morgens irgendwann um zehn bis tief in die Nacht dann am nächsten Tag.","I would also say, along with some further, more distant relatives we are certainly around a hundred to a hundred and fifty people, who consistently turn up.
And yes, go to this party then always, say, from the morning sometime around ten until late at night the next day then.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0480.T0.de.wav,"Also ich würde mal sagen, so mit etwas weitere entfernter Verwandtschaft sind wir ja bestimmt um die hundert bis 150 Leute, die dann da immer zusammenkommen und ja die Supatis, die gehst ihr auch immer, sag mal von morgens irgendwann um zehn bis tief in die Nacht dann am nächsten Tag.",0.22,0.1267605633802817,"Well, I'd say, with some more distant kinship, we're probably about a hundred to a hundred and fifty people who always come together there. And yes, this party always goes, say, from morning at some point in the morning at ten to deep into the night then the next day.","So I'd say, with a little bit more distant kinship, we're probably about a hundred to a hundred and fifty people who always come together there. And yes, this party always goes then, say, from morning at some point in the morning at ten to deep into the night then the next day.","So I'd say, with some more distant kinship, we're probably around the hundred to 150 people who always come together and yes the Supatis, they always go, say from morning at some point in the morning at ten to deep into the night then the next day.","So I would say that with some more distant kinship we are certainly about the hundred to 150 people, who then always come together and yes the Supatis, they always go, say from morning at some point at ten to deep into the night then the next day.",51.31637525526747,49.7628495641574,38.72317351113359,44.10103755838613,-1.5535256911100674,5.377864047252544,6.931389738362611,0.2890651226043701,0.25071585178375244,-0.1637943983078003,-0.17675983905792236,-0.15695902705192566,-0.1714203804731369,-0.038349270820617676,-0.01296544075012207,0.025383830070495605
0487,"Ja, das glaube ich.","Yes, I believe that.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0487.T0.de.wav,"Ja, das glaube ich.",0.0,0.0,"Yeah, I think so.","Yeah, I think so.","Yeah, I think so.","Yeah, I think so.",18.834402786345102,18.834402786345102,18.834402786345102,18.834402786345102,0.0,0.0,0.0,0.7934532761573792,0.7934532761573792,0.7934532761573792,0.7934532761573792,0.7934532761573792,0.7934532761573792,0.0,0.0,0.0
0542,"Flogen die Fetzen.
Und ich glaub, wir haben die Zeit um.","Sparks flew.
And I think we're out of time.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0542.T0.de.wav,Flogen die Fetzen und ich glaube wir haben Zeit um.,0.18181818181818182,0.09433962264150944,And I think we're running out of time.,And I think we're running out of time.,"The shreds flew, and I think we're running out of time.","The shreds flew, and I think we're running out of time.",62.27051083257811,62.27051083257811,59.59731036889896,59.59731036889896,0.0,0.0,0.0,0.46607276797294617,0.46607276797294617,0.6361174583435059,0.6361174583435059,0.6382060050964355,0.6382060050964355,0.0,0.0,0.0
0598,Neuen Speicherplatz kaufen,To buy new disk space,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0598.T0.de.wav,neuen Speicherplatz kaufen,0.0,0.0,Buy new storage space,Buy new storage space,Buy new storage space,Buy new storage space,30.508413145046394,30.508413145046394,30.508413145046394,30.508413145046394,0.0,0.0,0.0,0.4136512577533722,0.4136512577533722,0.4136512577533722,0.4136512577533722,0.48204004764556885,0.48204004764556885,0.0,0.0,0.0
0603,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0603.T0.de.wav,"Mmh, okay.",1.0,1.0,Okay.,Okay.,"Mmh, okay.","Mmh, okay.",100.0,100.0,37.58154502951057,37.58154502951057,0.0,0.0,0.0,1.3264212608337402,1.3264212608337402,0.8817175030708313,0.8817175030708313,1.1240466833114624,1.1240466833114624,0.0,0.0,0.0
0617,"Thai-Essen, ja.","Thai food, yes.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0617.T0.de.wav,"Tai, Tai essen. Ja.",1.5,0.4166666666666667,"Thai food, yes.","Thai food, yes.","Tai, eat Tai.","Tai, eat Tai.",100.0,100.0,12.042620546979789,12.042620546979789,0.0,0.0,0.0,1.3146755695343018,1.3146755695343018,-1.2756050825119019,-1.2756050825119019,-1.3339372873306274,-1.3339372873306274,0.0,0.0,0.0
0658,"Das ist mir übrigens gestern auch fast passiert.
Und ja
Ich war
Sag mer mal, ich hab mich verplaudert am Flughafen und es ist mir
Du weißt genau
Und nee","And almost happened to me yesterday as well, by the way.
And yeah
I was
Tell me, I had a few chats at the airport and it is
You know exactly
And no",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0658.T0.de.wav,"Das ist mir übrigens gestern auch fast passiert. Ja, ich war dankbar mal, ich habe mich verplaudert am Flughafen verplaudert und du weißt genau.",0.3333333333333333,0.20666666666666667,"By the way, that almost happened to me yesterday, and yes I was telling you, I was chatting at the airport and it's me You know exactly And no","That almost happened to me yesterday, by the way. And yes I was telling you, I was chatting at the airport and it's me You know exactly And no","By the way, that almost happened to me yesterday. Yes, I was grateful, I chatted at the airport and you know exactly.","By the way, that almost happened to me yesterday. Yes, I was grateful, I chatted at the airport and you know exactly.",59.094989334021164,65.76230283111309,52.002721918648234,52.002721918648234,6.667313497091925,0.0,-6.667313497091925,0.2127583622932434,0.2638170123100281,-0.2581902742385864,-0.2581902742385864,-0.2115606814622879,-0.2115606814622879,0.05105865001678467,0.0,-0.05105865001678467
0668,Nordchina oder,North China or,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0668.T0.de.wav,Notst du genau da.,2.0,0.8571428571428571,Northern China; or,Northern China; or,You need it right there.,You need it right there.,43.96305260949315,43.96305260949315,8.34523661656937,8.34523661656937,0.0,0.0,0.0,0.8155892491340637,0.8155892491340637,-1.437455654144287,-1.437455654144287,-1.5445809364318848,-1.5445809364318848,0.0,0.0,0.0
